number,opened_at,resolved_at,closed_at,category,subcategory,priority,assignment_group,incident_state,reassignment_count,reopen_count,final_end_time,Resolution_Time_Hours
INC0025438,2016-05-03 13:50:00,2016-05-04 15:06:00,2016-05-09 15:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-04 15:06:00,25.266666666666666
INC0025439,2016-05-03 13:50:00,2016-05-04 10:10:00,2016-05-09 11:07:00,Category 53,Subcategory 174,3 - Moderate,Group 56,Closed,1,0,2016-05-04 10:10:00,20.333333333333332
INC0025441,2016-05-03 13:54:00,,2016-05-08 15:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-08 15:07:00,121.21666666666667
INC0025444,2016-05-03 13:55:00,2016-05-11 09:57:00,2016-05-16 10:07:00,Category 61,Subcategory 36,3 - Moderate,Group 20,Closed,2,0,2016-05-11 09:57:00,188.03333333333333
INC0025445,2016-05-03 13:56:00,2016-05-05 15:40:00,2016-05-10 16:07:00,Category 37,Subcategory 174,3 - Moderate,Group 48,Closed,0,0,2016-05-05 15:40:00,49.733333333333334
INC0025446,2016-05-03 13:58:00,2016-05-11 12:22:00,2016-05-16 13:07:00,Category 23,Subcategory 75,3 - Moderate,Group 70,Closed,5,0,2016-05-11 12:22:00,190.4
INC0025449,2016-05-03 13:59:00,2016-05-03 14:12:00,2016-05-08 15:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-03 14:12:00,0.21666666666666667
INC0025450,2016-05-03 14:00:00,2016-05-03 14:06:00,2016-05-08 14:07:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-05-03 14:06:00,0.1
INC0025451,2016-05-03 14:00:00,2016-05-03 14:19:00,2016-05-08 15:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-03 14:19:00,0.31666666666666665
INC0025453,2016-05-03 14:03:00,2016-05-04 14:46:00,2016-05-09 15:07:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,2,0,2016-05-04 14:46:00,24.716666666666665
INC0025454,2016-05-03 14:03:00,2016-05-05 11:21:00,2016-05-10 12:07:00,Category 53,Subcategory 303,3 - Moderate,Group 70,Closed,2,0,2016-05-05 11:21:00,45.3
INC0025455,2016-05-03 14:08:00,2016-05-04 09:01:00,2016-05-09 09:07:00,Category 8,Subcategory 281,3 - Moderate,Group 53,Closed,0,0,2016-05-04 09:01:00,18.883333333333333
INC0025456,2016-05-03 14:11:00,2016-05-17 08:35:00,2016-05-22 09:07:00,Category 46,Subcategory 174,3 - Moderate,Group 31,Closed,0,0,2016-05-17 08:35:00,330.4
INC0025457,2016-05-03 14:13:00,2016-06-15 10:04:00,2016-06-20 10:07:00,Category 34,Subcategory 112,3 - Moderate,Group 28,Closed,3,0,2016-06-15 10:04:00,1027.85
INC0025458,2016-05-03 14:13:00,2016-05-03 14:18:00,2016-05-08 15:07:00,Category 35,Subcategory 28,3 - Moderate,Group 70,Closed,0,0,2016-05-03 14:18:00,0.08333333333333333
INC0025459,2016-05-03 14:14:00,2016-05-03 15:22:00,2016-05-08 16:07:00,Category 23,Subcategory 174,3 - Moderate,Group 60,Closed,2,0,2016-05-03 15:22:00,1.1333333333333333
INC0025462,2016-05-03 14:16:00,2016-05-03 15:04:00,2016-05-08 15:07:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:04:00,0.8
INC0025463,2016-05-03 14:19:00,2016-05-03 14:28:00,2016-05-08 15:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-03 14:28:00,0.15
INC0025468,2016-05-03 14:27:00,2016-05-04 10:04:00,2016-05-09 10:07:00,Category 53,Subcategory 50,3 - Moderate,Group 54,Closed,1,0,2016-05-04 10:04:00,19.616666666666667
INC0025469,2016-05-03 14:28:00,2016-05-05 15:40:00,2016-05-10 16:07:00,Category 37,Subcategory 123,2 - High,Group 48,Closed,0,0,2016-05-05 15:40:00,49.2
INC0025470,2016-05-03 14:31:00,2016-05-04 09:22:00,2016-05-09 10:07:00,Category 42,Subcategory 29,3 - Moderate,Group 55,Closed,0,0,2016-05-04 09:22:00,18.85
INC0025472,2016-05-03 14:32:00,2016-05-03 15:37:00,2016-05-08 16:07:00,Category 57,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:37:00,1.0833333333333333
INC0025473,2016-05-03 14:37:00,2016-05-10 15:29:00,2016-05-15 16:07:00,Category 24,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-05-10 15:29:00,168.86666666666667
INC0025475,2016-05-03 14:42:00,2016-05-03 15:10:00,2016-05-08 16:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:10:00,0.4666666666666667
INC0025477,2016-05-03 14:46:00,2016-05-03 14:50:00,2016-05-08 15:07:00,Category 20,Subcategory 125,3 - Moderate,Group 70,Closed,0,0,2016-05-03 14:50:00,0.06666666666666667
INC0025478,2016-05-03 14:50:00,2016-05-10 15:28:00,2016-05-15 16:07:00,Category 32,Subcategory 300,3 - Moderate,Group 70,Closed,0,0,2016-05-10 15:28:00,168.63333333333333
INC0025479,2016-05-03 14:51:00,2016-05-10 11:24:00,2016-05-15 12:07:00,Category 61,Subcategory 174,3 - Moderate,Group 12,Closed,0,0,2016-05-10 11:24:00,164.55
INC0025480,2016-05-03 14:51:00,2016-05-16 14:50:00,2016-05-21 15:07:00,Category 61,Subcategory 164,3 - Moderate,Group 74,Closed,0,0,2016-05-16 14:50:00,311.98333333333335
INC0025481,2016-05-03 14:52:00,2016-05-19 16:06:00,2016-05-24 16:07:00,Category 24,Subcategory 164,3 - Moderate,Group 27,Closed,2,0,2016-05-19 16:06:00,385.23333333333335
INC0025482,2016-05-03 14:54:00,2016-05-03 15:03:00,2016-05-08 15:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:03:00,0.15
INC0025483,2016-05-03 14:55:00,2016-05-03 14:59:00,2016-05-08 15:07:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-05-03 14:59:00,0.06666666666666667
INC0025486,2016-05-03 15:00:00,2016-05-03 15:04:00,2016-05-08 15:07:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-05-03 15:04:00,0.06666666666666667
INC0025488,2016-05-03 15:04:00,2016-05-03 15:07:00,2016-05-08 15:10:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:07:00,0.05
INC0025489,2016-05-03 15:05:00,2016-05-03 15:17:00,2016-05-08 16:07:00,Category 44,Subcategory 59,3 - Moderate,Group 5,Closed,0,0,2016-05-03 15:17:00,0.2
INC0025491,2016-05-03 15:11:00,,2016-05-08 16:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-08 16:07:00,120.93333333333334
INC0025492,2016-05-03 15:12:00,2016-05-04 16:01:00,2016-05-09 16:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,2,0,2016-05-04 16:01:00,24.816666666666666
INC0025494,2016-05-03 15:12:00,2016-05-03 15:33:00,2016-05-08 16:07:00,Category 23,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-05-03 15:33:00,0.35
INC0025497,2016-05-03 15:14:00,2016-06-03 16:32:00,2016-06-08 17:07:00,Category 53,Subcategory 303,3 - Moderate,Group 70,Closed,2,0,2016-06-03 16:32:00,745.3
INC0025498,2016-05-03 15:15:00,2016-05-03 17:15:00,2016-05-08 18:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 17:15:00,2.0
INC0025500,2016-05-03 15:17:00,2016-05-03 15:42:00,2016-05-08 16:07:00,Category 9,Subcategory 174,3 - Moderate,,Closed,0,0,2016-05-03 15:42:00,0.4166666666666667
INC0025501,2016-05-03 15:17:00,2016-06-07 17:06:00,2016-06-12 17:07:00,Category 23,Subcategory 75,3 - Moderate,Group 70,Closed,12,0,2016-06-07 17:06:00,841.8166666666667
INC0025502,2016-05-03 15:18:00,2016-05-03 16:14:00,2016-05-08 17:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:14:00,0.9333333333333333
INC0025503,2016-05-03 15:22:00,2016-05-06 20:59:00,2016-05-11 21:07:00,Category 8,Subcategory 281,3 - Moderate,Group 53,Closed,0,0,2016-05-06 20:59:00,77.61666666666666
INC0025504,2016-05-03 15:25:00,,2016-05-08 16:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-08 16:07:00,120.7
INC0025505,2016-05-03 15:30:00,2016-05-03 15:39:00,2016-05-08 16:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:39:00,0.15
INC0025506,2016-05-03 15:31:00,2016-05-05 17:00:00,2016-05-10 17:07:00,Category 38,Subcategory 174,3 - Moderate,Group 57,Closed,1,0,2016-05-05 17:00:00,49.483333333333334
INC0025507,2016-05-03 15:31:00,,2016-05-08 16:07:00,Category 20,Subcategory 125,3 - Moderate,Group 70,Closed,0,0,2016-05-08 16:07:00,120.6
INC0025508,2016-05-03 15:31:00,2016-05-03 15:36:00,2016-05-08 16:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:36:00,0.08333333333333333
INC0025509,2016-05-03 15:33:00,2016-05-25 10:46:00,2016-05-30 11:07:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,3,0,2016-05-25 10:46:00,523.2166666666667
INC0025510,2016-05-03 15:33:00,,2016-05-08 16:07:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-08 16:07:00,120.56666666666666
INC0025511,2016-05-03 15:37:00,2016-05-05 16:55:00,2016-05-10 17:07:00,Category 46,Subcategory 243,3 - Moderate,Group 57,Closed,1,0,2016-05-05 16:55:00,49.3
INC0025512,2016-05-03 15:41:00,2016-05-16 14:12:00,2016-05-21 15:07:00,Category 61,Subcategory 36,3 - Moderate,Group 24,Closed,5,0,2016-05-16 14:12:00,310.51666666666665
INC0025513,2016-05-03 15:43:00,2016-05-12 15:41:00,2016-05-17 16:07:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,0,0,2016-05-12 15:41:00,215.96666666666667
INC0025514,2016-05-03 15:43:00,2016-05-11 11:19:00,2016-05-16 12:07:00,Category 46,Subcategory 72,3 - Moderate,Group 10,Closed,0,0,2016-05-11 11:19:00,187.6
INC0025515,2016-05-03 15:44:00,2016-05-03 17:41:00,2016-05-08 18:07:00,Category 42,Subcategory 174,3 - Moderate,Group 39,Closed,0,0,2016-05-03 17:41:00,1.95
INC0025516,2016-05-03 15:45:00,2016-05-04 09:56:00,2016-05-09 10:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,3,0,2016-05-04 09:56:00,18.183333333333334
INC0025517,2016-05-03 15:49:00,2016-05-03 15:52:00,2016-05-08 16:07:00,Category 53,Subcategory 168,3 - Moderate,Group 70,Closed,0,0,2016-05-03 15:52:00,0.05
INC0025519,2016-05-03 15:52:00,2016-05-12 15:09:00,2016-05-17 15:10:00,Category 32,Subcategory 300,3 - Moderate,Group 20,Closed,2,0,2016-05-12 15:09:00,215.28333333333333
INC0025520,2016-05-03 15:52:00,2016-05-03 18:37:00,2016-05-08 19:07:00,Category 32,Subcategory 300,3 - Moderate,Group 70,Closed,0,0,2016-05-03 18:37:00,2.75
INC0025521,2016-05-03 15:53:00,2016-05-03 16:22:00,2016-05-08 17:07:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-05-03 16:22:00,0.48333333333333334
INC0025522,2016-05-03 15:55:00,2016-05-04 12:19:00,2016-05-09 13:07:00,Category 61,Subcategory 36,3 - Moderate,Group 74,Closed,1,0,2016-05-04 12:19:00,20.4
INC0025524,2016-05-03 15:56:00,2016-05-03 16:13:00,2016-05-08 17:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:13:00,0.2833333333333333
INC0025525,2016-05-03 15:57:00,2016-05-03 18:19:00,2016-05-08 19:07:00,Category 53,Subcategory 174,3 - Moderate,Group 76,Closed,0,0,2016-05-03 18:19:00,2.3666666666666667
INC0025527,2016-05-03 16:00:00,2016-05-03 16:02:00,2016-05-08 16:07:00,Category 24,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-05-03 16:02:00,0.03333333333333333
INC0025528,2016-05-03 16:03:00,2016-05-03 16:10:00,2016-05-08 17:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:10:00,0.11666666666666667
INC0025529,2016-05-03 16:04:00,2016-05-04 08:08:00,2016-05-09 08:10:00,Category 37,Subcategory 135,3 - Moderate,Group 72,Closed,0,0,2016-05-04 08:08:00,16.066666666666666
INC0025530,2016-05-03 16:05:00,2016-05-03 16:16:00,2016-05-08 17:07:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:16:00,0.18333333333333332
INC0025532,2016-05-03 16:07:00,2016-05-04 09:25:00,2016-05-09 10:07:00,Category 57,Subcategory 170,3 - Moderate,Group 56,Closed,0,0,2016-05-04 09:25:00,17.3
INC0025533,2016-05-03 16:09:00,2016-05-03 16:25:00,2016-05-08 17:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:25:00,0.26666666666666666
INC0025534,2016-05-03 16:10:00,,2016-05-08 17:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-08 17:07:00,120.95
INC0025536,2016-05-03 16:10:00,2016-05-03 17:05:00,2016-05-08 17:07:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 17:05:00,0.9166666666666666
INC0025537,2016-05-03 16:11:00,2016-05-04 09:56:00,2016-05-09 10:07:00,Category 13,Subcategory 69,3 - Moderate,Group 25,Closed,1,0,2016-05-04 09:56:00,17.75
INC0025538,2016-05-03 16:13:00,2016-05-16 15:34:00,2016-05-21 16:07:00,Category 57,Subcategory 11,3 - Moderate,Group 54,Closed,1,0,2016-05-16 15:34:00,311.35
INC0025539,2016-05-03 16:16:00,2016-05-03 16:23:00,2016-05-08 17:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:23:00,0.11666666666666667
INC0025540,2016-05-03 16:17:00,2016-05-03 16:52:00,2016-05-08 17:07:00,Category 35,Subcategory 28,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:52:00,0.5833333333333334
INC0025541,2016-05-03 16:18:00,2016-05-04 10:19:00,2016-05-09 11:07:00,Category 53,Subcategory 82,3 - Moderate,Group 66,Closed,1,0,2016-05-04 10:19:00,18.016666666666666
INC0025542,2016-05-03 16:20:00,2016-05-12 11:19:00,2016-05-17 12:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,2,0,2016-05-12 11:19:00,210.98333333333332
INC0025543,2016-05-03 16:20:00,2016-05-03 16:45:00,2016-05-08 17:07:00,Category 9,Subcategory 202,3 - Moderate,,Closed,0,0,2016-05-03 16:45:00,0.4166666666666667
INC0025545,2016-05-03 16:25:00,2016-05-03 16:53:00,2016-05-08 17:07:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:53:00,0.4666666666666667
INC0025546,2016-05-03 16:27:00,2016-05-03 16:30:00,2016-05-08 17:07:00,Category 40,Subcategory 44,3 - Moderate,Group 70,Closed,0,0,2016-05-03 16:30:00,0.05
INC0025548,2016-05-03 16:29:00,2016-05-20 10:19:00,2016-05-25 11:07:00,Category 57,Subcategory 170,3 - Moderate,Group 70,Closed,2,0,2016-05-20 10:19:00,401.8333333333333
INC0025549,2016-05-03 16:35:00,2016-05-04 16:43:00,2016-05-09 17:07:00,Category 37,Subcategory 123,3 - Moderate,Group 44,Closed,0,0,2016-05-04 16:43:00,24.133333333333333
INC0025550,2016-05-03 16:39:00,2016-05-11 08:28:00,2016-05-16 09:07:00,Category 51,Subcategory 6,1 - Critical,Group 20,Closed,0,0,2016-05-11 08:28:00,183.81666666666666
INC0025551,2016-05-03 16:41:00,,2016-05-08 17:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-08 17:07:00,120.43333333333334
INC0025552,2016-05-03 16:44:00,2016-05-04 08:16:00,2016-05-09 09:07:00,Category 46,Subcategory 191,3 - Moderate,Group 58,Closed,3,0,2016-05-04 08:16:00,15.533333333333333
INC0025553,2016-05-03 16:44:00,2016-05-03 17:55:00,2016-05-08 18:07:00,Category 42,Subcategory 174,3 - Moderate,Group 39,Closed,0,0,2016-05-03 17:55:00,1.1833333333333333
INC0025554,2016-05-03 16:46:00,,2016-05-08 17:07:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-05-08 17:07:00,120.35
INC0025555,2016-05-03 16:48:00,2016-05-03 17:05:00,2016-05-08 17:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 17:05:00,0.2833333333333333
INC0025556,2016-05-03 16:54:00,2016-05-03 17:03:00,2016-05-08 17:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-03 17:03:00,0.15
INC0025558,2016-05-03 16:56:00,2016-05-03 17:17:00,2016-05-08 18:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-03 17:17:00,0.35
INC0025559,2016-05-03 17:01:00,2016-05-06 14:21:00,2016-05-11 15:07:00,Category 57,Subcategory 170,3 - Moderate,Group 70,Closed,2,0,2016-05-06 14:21:00,69.33333333333333
INC0025562,2016-05-03 17:05:00,2016-05-04 16:57:00,2016-05-09 17:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-05-04 16:57:00,23.866666666666667
INC0025564,2016-05-03 17:08:00,2016-05-04 10:16:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:16:00,17.133333333333333
INC0025565,2016-05-03 17:08:00,,2016-05-08 18:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-08 18:07:00,120.98333333333333
INC0025567,2016-05-03 17:14:00,2016-05-12 10:49:00,2016-05-17 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,3,0,2016-05-12 10:49:00,209.58333333333334
INC0025568,2016-05-03 17:15:00,2016-05-04 09:20:00,2016-05-09 10:07:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-05-04 09:20:00,16.083333333333332
INC0025569,2016-05-03 17:16:00,2016-05-23 13:29:00,2016-05-28 14:07:00,Category 51,Subcategory 301,3 - Moderate,Group 54,Closed,0,0,2016-05-23 13:29:00,476.21666666666664
INC0025571,2016-05-03 17:24:00,,2016-05-08 18:07:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-08 18:07:00,120.71666666666667
INC0025575,2016-05-03 17:50:00,2016-06-03 16:31:00,2016-06-08 17:07:00,Category 42,Subcategory 174,3 - Moderate,Group 70,Closed,2,0,2016-06-03 16:31:00,742.6833333333333
INC0025576,2016-05-03 17:55:00,2016-05-04 10:28:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:28:00,16.55
INC0025577,2016-05-03 17:59:00,2016-05-04 10:35:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:35:00,16.6
INC0025578,2016-05-03 18:05:00,2016-05-04 10:37:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:37:00,16.533333333333335
INC0025579,2016-05-03 18:07:00,2016-05-11 15:02:00,2016-05-16 15:07:00,Category 53,Subcategory 174,3 - Moderate,Group 29,Closed,4,0,2016-05-11 15:02:00,188.91666666666666
INC0025580,2016-05-03 18:12:00,2016-05-04 10:43:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:43:00,16.516666666666666
INC0025581,2016-05-03 18:12:00,2016-05-04 10:45:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:45:00,16.55
INC0025582,2016-05-03 18:12:00,2016-05-04 10:47:00,2016-05-09 11:07:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-05-04 10:47:00,16.583333333333332
INC0025584,2016-05-03 18:46:00,2016-05-12 15:11:00,2016-05-17 16:07:00,Category 40,Subcategory 44,3 - Moderate,Group 54,Closed,2,0,2016-05-12 15:11:00,212.41666666666666
INC0025585,2016-05-03 19:19:00,2016-05-09 14:32:00,2016-05-14 15:07:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,2,0,2016-05-09 14:32:00,139.21666666666667
INC0025586,2016-05-03 20:14:00,2016-05-06 14:27:00,2016-05-11 15:07:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-06 14:27:00,66.21666666666667
INC0025587,2016-05-03 20:57:00,2016-05-11 09:58:00,2016-05-16 10:07:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,2,0,2016-05-11 09:58:00,181.01666666666668
INC0025588,2016-05-03 21:20:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-08 22:07:00,120.78333333333333
INC0025589,2016-05-03 21:26:00,2016-05-03 21:27:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-05-03 21:27:00,0.016666666666666666
INC0025590,2016-05-03 21:27:00,2016-05-03 21:28:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 21:28:00,0.016666666666666666
INC0025592,2016-05-03 21:29:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.63333333333334
INC0025594,2016-05-03 21:30:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.61666666666666
INC0025595,2016-05-03 21:30:00,2016-05-03 21:31:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-03 21:31:00,0.016666666666666666
INC0025596,2016-05-03 21:31:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.6
INC0025597,2016-05-03 21:31:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.6
INC0025599,2016-05-03 21:32:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.58333333333333
INC0025600,2016-05-03 21:32:00,2016-05-03 21:34:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,1,0,2016-05-03 21:34:00,0.03333333333333333
INC0025601,2016-05-03 21:33:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.56666666666666
INC0025602,2016-05-03 21:34:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.55
INC0025603,2016-05-03 21:34:00,2016-05-03 21:35:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,1,0,2016-05-03 21:35:00,0.016666666666666666
INC0025604,2016-05-03 21:34:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.55
INC0025605,2016-05-03 21:35:00,2016-05-03 21:36:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,1,0,2016-05-03 21:36:00,0.016666666666666666
INC0025606,2016-05-03 21:35:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.53333333333333
INC0025607,2016-05-03 21:35:00,2016-05-04 01:41:00,2016-05-09 02:07:00,Category 57,Subcategory 170,2 - High,Group 65,Closed,1,0,2016-05-04 01:41:00,4.1
INC0025608,2016-05-03 21:36:00,2016-05-03 21:41:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,1,0,2016-05-03 21:41:00,0.08333333333333333
INC0025609,2016-05-03 21:36:00,,2016-05-08 22:07:00,Category 28,Subcategory 174,4 - Low,Group 70,Closed,0,0,2016-05-08 22:07:00,120.51666666666667
INC0025610,2016-05-03 21:37:00,2016-05-03 21:38:00,2016-05-08 22:07:00,Category 28,Subcategory 174,3 - Moderate,Group 64,Closed,1,0,2016-05-03 21:38:00,0.016666666666666666
INC0025617,2016-05-03 22:05:00,2016-05-04 15:38:00,2016-05-09 16:07:00,Category 57,Subcategory 170,3 - Moderate,Group 24,Closed,3,0,2016-05-04 15:38:00,17.55
INC0025618,2016-05-03 22:35:00,2016-05-17 09:15:00,2016-05-22 10:07:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,3,0,2016-05-17 09:15:00,322.6666666666667
INC0025620,2016-05-03 23:14:00,2016-05-16 17:43:00,2016-05-21 18:07:00,Category 32,Subcategory 9,3 - Moderate,Group 25,Closed,1,0,2016-05-16 17:43:00,306.48333333333335
INC0025622,2016-05-03 23:29:00,2016-05-13 16:58:00,2016-05-18 17:07:00,Category 46,Subcategory 223,3 - Moderate,Group 57,Closed,1,0,2016-05-13 16:58:00,233.48333333333332
INC0025624,2016-05-04 00:27:00,2016-05-04 01:13:00,2016-05-09 02:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-05-04 01:13:00,0.7666666666666667
INC0025625,2016-05-04 00:39:00,2016-05-04 01:31:00,2016-05-09 02:07:00,Category 57,Subcategory 170,3 - Moderate,Group 70,Closed,1,0,2016-05-04 01:31:00,0.8666666666666667
INC0025626,2016-05-04 00:50:00,2016-05-04 01:38:00,2016-05-09 02:07:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-05-04 01:38:00,0.8
INC0025627,2016-05-04 01:07:00,2016-05-04 01:13:00,2016-05-09 02:07:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-04 01:13:00,0.1
INC0025628,2016-05-04 01:33:00,2016-05-04 03:02:00,2016-05-09 03:07:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-05-04 03:02:00,1.4833333333333334
INC0025629,2016-05-04 02:43:00,2016-05-06 15:12:00,2016-05-11 16:07:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,2,0,2016-05-06 15:12:00,60.483333333333334
INC0025630,2016-05-04 03:02:00,2016-05-09 07:52:00,2016-05-14 08:07:00,Category 37,Subcategory 123,3 - Moderate,Group 49,Closed,0,0,2016-05-09 07:52:00,124.83333333333333
INC0025632,2016-05-04 04:35:00,2016-05-04 04:40:00,2016-05-09 05:07:00,Category 42,Subcategory 183,3 - Moderate,Group 70,Closed,0,0,2016-05-04 04:40:00,0.08333333333333333
INC0025633,2016-05-04 05:08:00,2016-05-04 05:12:00,2016-05-09 06:07:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-05-04 05:12:00,0.06666666666666667
